READ SERR 1
@_compps_qdp_tmp.pco
!
1.47064281 8.46560672E-3 9.69370504E-8
1.48767197 8.56363401E-3 9.54803525E-8
1.50489843 8.66279658E-3 9.40655838E-8
1.52232432 8.76310654E-3 9.2689973E-8
1.53995204 8.86457879E-3 9.13509481E-8
1.55778384 8.96722544E-3 9.0046143E-8
1.57582211 9.07106139E-3 8.87733691E-8
1.59406924 9.17609874E-3 8.75306085E-8
1.61252773 9.28235333E-3 8.63159926E-8
1.63119996 9.3898382E-3 8.51278301E-8
1.65008831 9.49856732E-3 8.39645438E-8
1.66919541 9.60855559E-3 8.28247195E-8
1.68852389 9.71981697E-3 8.17070287E-8
1.708076 9.8323673E-3 8.06102776E-8
1.72785461 9.94622055E-3 7.95333719E-8
1.74786222 1.00613926E-2 7.84752885E-8
1.76810145 1.01778982E-2 7.74351179E-8
1.78857517 1.02957524E-2 7.64120003E-8
1.80928588 1.0414972E-2 7.54051754E-8
1.83023643 1.05355717E-2 7.44139257E-8
1.85142958 1.06575675E-2 7.34375973E-8
1.87286806 1.07809762E-2 7.24755935E-8
1.89455485 1.09058144E-2 7.152736E-8
1.91649282 1.1032098E-2 7.05924066E-8
1.9386847 1.11598428E-2 6.967025E-8
1.96113372 1.12890685E-2 6.8760464E-8
1.98384249 1.14197899E-2 6.78626506E-8
2.00681424 1.15520246E-2 6.69764404E-8
2.03005219 1.16857905E-2 6.61014852E-8
2.05355906 1.18211051E-2 6.52374794E-8
2.07733822 1.19579872E-2 6.43841531E-8
2.10139251 1.20964544E-2 6.35412647E-8
2.12572551 1.22365244E-2 6.27085868E-8
2.15034032 1.23782167E-2 6.18859275E-8
2.17524004 1.25215501E-2 6.10730808E-8
2.20042825 1.2666543E-2 6.02698549E-8
2.22590804 1.28132142E-2 5.94760827E-8
2.25168276 1.29615841E-2 5.86915974E-8
2.27775598 1.31116724E-2 5.79162354E-8
2.30413127 1.32634984E-2 5.7149844E-8
2.33081174 1.34170828E-2 5.63922811E-8
2.3578012 1.35724451E-2 5.5643401E-8
2.38510323 1.37296068E-2 5.49030723E-8
2.4127214 1.38885882E-2 5.41711636E-8
2.44065952 1.40494099E-2 5.34475504E-8
2.46892095 1.42120952E-2 5.2732112E-8
2.49750972 1.43766627E-2 5.20247241E-8
2.52642965 1.45431366E-2 5.132528E-8
2.55568433 1.47115383E-2 5.06336661E-8
2.58527756 1.48818903E-2 4.99497759E-8
